,Datetime,Dettransactions-per-second,Detn-unique-addresses,Detn-transactions,Detdifficulty
151,2009-06-01,3.1358077978376286,341735.13056826417,72.0,6409393128268.509
152,2009-06-02,3.0295117715209234,290490.18950367393,148999.13341462816,1.0
153,2009-06-03,3.0282431999145536,72.0,148456.71004744462,5190153308021.817
154,2009-06-04,3.0782372507577627,328202.2633319823,65.0,5150020275437.147
155,2009-06-05,3.0735750086469587,311160.4960750439,147091.16587472757,1.0
156,2009-06-06,3.0587787003930353,304275.5269254947,161149.3608600166,6303742849722.271
157,2009-06-07,3.0340231766542067,16.0,16.0,5591645450382.498
158,2009-06-08,3.033114502298555,293689.53443055844,149333.56681136286,1.0
159,2009-06-09,3.1064877545405873,326503.3241595852,161035.74005669716,6050032397268.022
160,2009-06-10,3.0286763042246245,82.0,82.0,5339829494083.839
161,2009-06-11,3.043967866493144,302293.9273835338,157184.00489078608,1.0
162,2009-06-12,3.03300546541002,283107.8669821863,146977.00434807347,5140549294244.561
163,2009-06-13,3.0379308764250537,78.0,78.0,5419980214852.733
164,2009-06-14,3.09078095936997,308907.7453868397,165307.95224145695,1.0
165,2009-06-15,3.0524671149624396,304662.4025397196,157171.1289587431,5896714175937.403
166,2009-06-16,3.027838025556362,71.0,71.0,5807014870545.17
167,2009-06-17,3.0621177956516843,291016.1490519065,154316.1460983868,1.0
168,2009-06-18,3.1252016333404224,375868.0254868838,152284.79217118403,5427095163119.79
169,2009-06-19,3.0374108199634926,87.0,87.0,5481200702346.43
170,2009-06-20,3.0376441325757253,294980.4458953625,149323.96797159524,1.0
171,2009-06-21,3.122908647858328,325438.5775296478,153594.09945945838,6113694839934.323
172,2009-06-22,3.027422294802767,77.0,77.0,5598817333383.135
173,2009-06-23,3.1152597464092233,314619.28019482945,159945.93879074504,1.0
174,2009-06-24,3.0721727624415776,353084.8480284669,164313.55301457207,5991230921912.094
175,2009-06-25,3.027420551754395,69.0,69.0,5397554849943.021
176,2009-06-26,3.0307060777180226,293387.3364587437,149342.3595007332,1.0
177,2009-06-27,3.082977378795306,301532.1654503346,163232.38933997438,6575219276401.344
178,2009-06-28,3.027415440822201,48.0,47.0,5266922776388.908
179,2009-06-29,3.082557977125251,288419.6701869134,160073.40703889268,1.0
180,2009-06-30,3.1095052288945126,340181.6696558158,165986.7524277782,6967065403397.697
181,2009-07-01,3.088193401661097,75.0,75.0,6069485466925.316
182,2009-07-02,3.0760072110356482,317545.73907069577,152225.83854630013,1.0
183,2009-07-03,3.078591789947984,334775.50149688084,148457.54825645004,5404785789579.781
184,2009-07-04,3.087667521219113,311838.15273252234,89.0,7171751728440.842
185,2009-07-05,3.0690874415563454,79.0,157648.11662046117,1.0
186,2009-07-06,3.0854100672591263,312062.08928139415,152472.01489012266,5361469390210.711
187,2009-07-07,3.0333411982951604,309772.88595599716,69.0,5770346069419.255
188,2009-07-08,3.0710658015353776,74.0,146629.83767855098,1.0
189,2009-07-09,3.1126390416284884,321558.57704255363,161090.9939383906,6127701722706.381
190,2009-07-10,3.08484203196254,298672.5638601227,81.0,6756612110537.584
191,2009-07-11,3.0674496002154874,83.0,154575.29714852254,1.0
192,2009-07-12,3.0626742934779236,319416.2669745654,154755.3550982268,5468035304324.536
193,2009-07-13,3.02750536046076,275551.3427230889,78.0,4825160818684.099
194,2009-07-14,3.027774638121073,69.0,149488.96973112843,1.0
195,2009-07-15,3.100540690426093,311661.4098636819,155239.79385475756,5672371329179.948
196,2009-07-16,3.072304287212213,302036.78549373144,71.0,6559165146691.574
197,2009-07-17,3.0562480087976183,48.0,158707.2681543256,1.0
198,2009-07-18,3.10558223587293,308050.6940445759,159950.6179702314,6184459706822.863
199,2009-07-19,3.0290719328157163,310773.87742117856,69.0,5801895762696.045
200,2009-07-20,3.0348085796522826,72.0,154442.94754570455,1.0
201,2009-07-21,3.085536337510839,352346.930728309,155109.03073235723,6007127975139.383
202,2009-07-22,3.029610963570029,300221.38986798003,61.0,5533359490951.602
203,2009-07-23,3.0284917337377815,75.0,152389.055123299,1.0
204,2009-07-24,3.094778512148544,331023.77407373185,164347.0944100852,6309504200430.318
205,2009-07-25,3.040935025807604,316118.61306260806,33.0,5791233076791.088
206,2009-07-26,3.041020286459748,20.0,153551.5271197871,1.0
207,2009-07-27,3.128260113030123,315170.3943114004,159862.48228827864,6106302984745.945
208,2009-07-28,3.079717562652321,291348.8845081571,41.0,6444566042112.625
209,2009-07-29,3.057034262098034,21.0,145706.2872750837,1.0
210,2009-07-30,3.124419911460085,328950.96500411886,155939.32912222808,6124466266637.705
211,2009-07-31,3.0549548070820807,311228.79980474804,17.0,6406520850845.932
212,2009-08-01,3.0771961351173394,28.0,152249.89012681606,1.0
213,2009-08-02,3.029832931146425,317477.13441984996,160123.716037064,5994754631071.907
214,2009-08-03,3.056267714396401,287359.8411287124,12.0,5801311169988.24
215,2009-08-04,3.0364833361347245,81.0,157059.01680196886,1.0
216,2009-08-05,3.0956250117920066,328094.69123094674,161881.5563014551,6101971912119.085
217,2009-08-06,3.0309750259101014,293259.0232876995,90.0,5368206917221.59
218,2009-08-07,3.074134697001011,82.0,146384.19805121588,1.0
219,2009-08-08,3.091819156986935,296615.3431386996,162303.05087844384,6556719596762.5
220,2009-08-09,3.0287596082307573,308132.3220966651,101.0,5724211892171.12
221,2009-08-10,3.027646507038205,75.0,152643.48255876222,1.0
222,2009-08-11,3.1361036879012483,331518.50710904464,161277.97254584864,6243743844349.572
223,2009-08-12,3.047258117307188,302863.1248156208,63.0,5994297444212.7705
224,2009-08-13,3.0274392294507075,85.0,154706.25167408388,1.0
225,2009-08-14,3.1199281793205875,351429.88512249733,155408.4029088752,6303856935262.678
226,2009-08-15,3.0697933100963666,285866.67060735263,26.0,6071481283725.354
227,2009-08-16,3.067544540019887,20.0,148172.73352055313,1.0
228,2009-08-17,3.0915233761542873,337330.78967431944,161015.92137185868,5971903470323.49
229,2009-08-18,3.045838421474441,296748.7068974584,9.0,5767970301372.576
230,2009-08-19,3.0669782031461006,18.0,146825.22062639357,1.0
231,2009-08-20,3.057806808264915,326409.7893170888,156527.13534401974,5558871252424.438
232,2009-08-21,3.1086827709735876,330644.3760068994,13.0,7178037656824.461
233,2009-08-22,3.0274104467034415,7.0,157203.4412944095,1.0
234,2009-08-23,3.061375286939125,312717.2264826694,151417.14166878164,5218999110457.201
235,2009-08-24,3.0274160546770204,310859.5704496141,15.0,5766614608300.002
236,2009-08-25,3.0635269435750816,51.0,156495.28489823436,1.0
237,2009-08-26,3.081279439077103,341135.1207476958,158657.55135602644,5592852697415.822
238,2009-08-27,3.079409859864882,312296.21396492486,29.0,6995262933827.039
239,2009-08-28,3.064992142162608,75.0,152829.98033912617,1.0
240,2009-08-29,3.102293318279567,309040.25950793544,165988.52820181556,6773400761570.252
241,2009-08-30,3.028370418661538,289041.61713335593,98.0,5206763880718.006
242,2009-08-31,3.0610656122729614,87.0,158376.95877264292,1.0
243,2009-09-01,3.1417676946948387,327109.78904333175,149344.08709911234,5582588459193.945
244,2009-09-02,3.039106461978935,277722.94778403896,65.0,5151791922651.818
245,2009-09-03,3.0366661257711023,62.0,149530.8381701229,1.0
246,2009-09-04,3.071276417068592,315588.1006634139,162348.85607559074,6303894126727.078
247,2009-09-05,3.02771191669728,304839.0425346495,76.0,5609606497489.111
248,2009-09-06,3.0697351771001538,68.0,149902.70530795783,1.0
249,2009-09-07,3.0792448441286275,322860.7242062849,155831.8185559588,5546833578214.192
250,2009-09-08,3.029503462730962,297236.0888004892,69.0,5451370495723.1
251,2009-09-09,3.0720489203050327,54.0,150932.51701878576,1.0
252,2009-09-10,3.1223383922600827,327657.0408342074,164000.1564664936,6349252654344.881
253,2009-09-11,3.0760557643720365,344819.7963382229,67.0,5559324362350.699
254,2009-09-12,3.069716734949128,69.0,154551.58166299047,1.0
255,2009-09-13,3.1281810878049687,328590.8323477829,166090.97668732383,6553205951746.175
256,2009-09-14,3.080901570909668,313165.9809118423,74.0,6370328894057.564
257,2009-09-15,3.035142790536135,45.0,152897.37668549683,1.0
258,2009-09-16,3.0374312600871733,329883.57608622976,161268.71229260383,6117240584973.442
259,2009-09-17,3.101392646480975,294799.16623501177,85.0,7027740438756.773
260,2009-09-18,3.063602498834202,78.0,148723.37724808088,1.0
261,2009-09-19,3.0778192261406234,307353.0867884531,162832.42327039407,6452469369666.264
262,2009-09-20,3.0400916144822396,299268.904526859,78.0,5747864245445.262
263,2009-09-21,3.0279084204322015,70.0,153528.94935954286,1.0
264,2009-09-22,3.0915274267981836,308427.02839930635,165901.02371442993,6760845262080.103
265,2009-09-23,3.1128870510964908,333807.1139270983,35.0,5506256004284.039
266,2009-09-24,3.0703019280118005,97.0,152716.743645482,1.0
267,2009-09-25,3.028482293143875,292932.04023806105,149654.73038834776,5268379781207.6
268,2009-09-26,3.0274612041549194,278977.9870246314,100.0,4918336209946.692
269,2009-09-27,3.0578656938015265,88.0,155716.60423898045,1.0
270,2009-09-28,3.146454936798866,328330.86776245036,161610.7347313207,6146043605356.739
271,2009-09-29,3.070122508273985,300422.6170608344,90.0,6466113385051.717
272,2009-09-30,3.028368112380712,85.0,164180.58593349252,1.0
273,2009-10-01,3.09007889314829,304098.8225286433,160272.29352172033,6424060322773.828
274,2009-10-02,3.0499143147319243,309939.31952973007,73.0,5228204419482.284
275,2009-10-03,3.0716808610331743,58.0,147266.85692052532,1.0
276,2009-10-04,3.099621642991354,331933.7912546121,156348.565950112,5500718052359.357
277,2009-10-05,3.0687050049200937,302494.9627863081,55.0,6241483363483.394
278,2009-10-06,3.0890909009057674,45.0,153737.23423945296,1.0
279,2009-10-07,3.071035276700588,303985.04153554275,161290.12575135517,6335025143291.623
280,2009-10-08,3.0503098625775857,298094.6637804784,70.0,4903898530498.915
281,2009-10-09,3.037854822013344,77.0,151215.7602709522,1.0
282,2009-10-10,3.082060344741381,311238.37697051454,160273.80830034395,6149108237149.588
283,2009-10-11,3.0283443964657657,302096.055469126,74.0,5554182150266.291
284,2009-10-12,3.068330062574717,59.0,151813.22125058976,1.0
285,2009-10-13,3.0297058271088515,304068.6748318729,153336.45063824972,5535209834450.903
286,2009-10-14,3.0707020559894067,303891.3877827269,69.0,6567901424021.684
287,2009-10-15,3.0274967939981634,71.0,157123.06343357763,1.0
288,2009-10-16,3.0914501399434315,319547.8567821553,170015.40828786555,7026124424951.836
289,2009-10-17,3.034629644376858,281702.5327489986,57.0,5155284590056.838
290,2009-10-18,3.02744035418465,75.0,154113.2332781857,1.0
291,2009-10-19,3.0761177396771124,318912.6166945543,154048.82018226408,5423294258477.844
292,2009-10-20,3.0284698671715824,291586.41291652864,96.0,5277121813929.518
293,2009-10-21,3.064948115468546,81.0,159821.90113755708,1.0
294,2009-10-22,3.0753281933530543,307745.74315126357,161642.93363149048,6325295596427.061
295,2009-10-23,3.0824686923842983,316713.2551750408,89.0,7182500705411.242
296,2009-10-24,3.06804237303852,63.0,158548.2088903658,1.0
297,2009-10-25,3.0878660576064,314431.5325870615,154925.95616254644,6075181268428.0
298,2009-10-26,3.106411427027764,330346.4475245278,71.0,6597102602025.387
299,2009-10-27,3.073146313482407,65.0,148511.94667450458,1.0
300,2009-10-28,3.079661493876831,367009.1585364309,158510.78200057262,6085480638646.824
301,2009-10-29,3.0800667857417148,314270.4816435172,47.0,7059778013385.446
302,2009-10-30,3.0748539858015533,60.0,149465.34313038448,1.0
303,2009-10-31,3.0481495837665995,331429.0471598882,158029.94971497374,5965261947994.65
304,2009-11-01,3.029163742724401,295953.22346967045,25.0,5405042384299.319
305,2009-11-02,3.046150222787025,33.0,156624.6488000054,1.0
306,2009-11-03,3.0908814869881778,357511.27977951395,155879.5465197658,6107223582191.9
307,2009-11-04,3.0309777601560883,285076.96086381853,64.0,5058803425956.488
308,2009-11-05,3.0284364159607033,58.0,144878.20323030266,1.0
309,2009-11-06,3.1163612855140945,337847.6204250958,163505.57267476543,6158274376803.269
310,2009-11-07,3.02742371814673,309344.5995159516,69.0,5726106103318.751
311,2009-11-08,3.031467043133623,73.0,151880.1646984573,1.0
312,2009-11-09,3.1258379275136097,327289.64047646476,166950.2323813636,6653701659941.764
313,2009-11-10,3.0890797004911823,301213.955828998,78.0,6921318272520.682
314,2009-11-11,3.069332716806331,66.0,153985.85956783555,1.0
315,2009-11-12,3.0824487762506374,346401.25809736096,150133.575473889,5521274929142.015
316,2009-11-13,3.086896983441854,299880.4899993969,83.0,5666132982703.402
317,2009-11-14,3.0930734754536173,79.0,152715.18857560673,1.0
318,2009-11-15,3.087650747759979,305001.9083443637,167622.49068886598,6974670715739.633
319,2009-11-16,3.044329690606344,314921.085506018,97.0,6261475349103.332
320,2009-11-17,3.0276080103283034,92.0,153470.05638997784,1.0
321,2009-11-18,3.0995239883132073,317385.3795524893,162508.86534354073,6312746911452.108
322,2009-11-19,3.0608581797426213,295368.9472812081,72.0,6119566884881.923
323,2009-11-20,3.0567539481825734,86.0,152502.8784565447,1.0
324,2009-11-21,3.11778271516645,326000.60849579435,167869.8677774991,6755955356463.102
325,2009-11-22,3.0746554506164987,310164.7079435848,106.0,6817235626172.6875
326,2009-11-23,3.074627919099249,96.0,160905.33701959718,1.0
327,2009-11-24,3.056626742356358,301267.2096025713,146650.74634468817,4904143609121.103
328,2009-11-25,3.067427432317832,293325.92317841493,90.0,6215474814899.44
329,2009-11-26,3.02743063271297,84.0,154233.19648070668,1.0
330,2009-11-27,3.1329169022660546,338645.27223398385,172219.4964332582,7039709310346.898
331,2009-11-28,3.032803140774223,299432.9947521103,71.0,5585396236451.268
332,2009-11-29,3.0680153877363003,60.0,153044.61841180344,1.0
333,2009-11-30,3.069493842697397,297310.6653226026,147294.69618694502,5018371913101.08
334,2009-12-01,3.049177651718529,291690.8090432505,74.0,5754157527668.762
335,2009-12-02,3.0597338095172515,94.0,155007.77231841598,1.0
336,2009-12-03,3.1055325629094903,335509.5937506175,163574.07479907165,6184314976601.73
337,2009-12-04,3.0744225728017276,310968.7720950168,36.0,6035242588950.283
338,2009-12-05,3.075189484729249,305483.83499291085,164888.25283010604,1.0
339,2009-12-06,3.039983582832577,105.0,151664.1345614405,5440372948012.611
340,2009-12-07,3.039177013123717,303680.5218539828,112.0,5828093767614.568
341,2009-12-08,3.061338238390867,310700.0398831826,164307.59571259219,1.0
342,2009-12-09,3.0519044666127866,109.0,153099.76759943028,5475016655021.281
343,2009-12-10,3.0299912973384475,300063.3353509611,104.0,5537579887706.949
344,2009-12-11,3.1221213948895965,311995.9377013403,162626.99067501837,1.0
345,2009-12-12,3.0274504695423334,111.0,148932.692953045,5225993689776.9375
346,2009-12-13,3.1129593916948792,329797.066621479,114.0,6729133951880.549
347,2009-12-14,3.069206488957617,311110.53335781436,151093.84346654272,1.0
348,2009-12-15,3.0686538411414266,113.0,149018.53187287823,5416645229035.798
349,2009-12-16,3.0751642744193908,290148.0133486079,137.0,6291652625531.297
350,2009-12-17,3.0693369823942738,310869.0547203287,148273.7203204868,1.0
351,2009-12-18,3.028497569421928,225.0,156982.53126682361,5758815474514.363
352,2009-12-19,3.027445994898232,302569.2376023397,199.0,5545394188733.164
353,2009-12-20,3.064201853295851,292479.30457623384,142538.28604728417,1.0
354,2009-12-21,3.0389720402706284,176.0,148537.53141395946,5258045263291.994
355,2009-12-22,3.1240148094085214,316458.80649297463,162.0,6851439978264.621
356,2009-12-23,3.0666509234229493,309438.05712927546,164766.77084215957,1.0
357,2009-12-24,3.032494189712903,154.0,156322.4100953692,5706209842821.441
358,2009-12-25,3.0503174818534764,305514.8294044969,150.0,5101092879598.234
359,2009-12-26,3.065288610002016,302077.5722441531,161734.61502950735,1.0
360,2009-12-27,3.123545311615571,168.0,146371.20340517964,5211135630909.299
361,2009-12-28,3.074479190334921,296128.32365800167,137.0,6361195810881.688
362,2009-12-29,3.087508171980988,323483.8710381428,155600.45656853143,1.0
363,2009-12-30,3.036096862959179,141.0,148371.26163350506,5135211445084.523
364,2009-12-31,3.0580222616109998,320361.23980111396,138.0,5320160548074.005
365,2010-01-01,3.0661422204903515,309205.1963630025,149440.75419432463,1.18289953431284
366,2010-01-02,3.063861843651017,127.0,152527.07296006812,5676583024769.738
367,2010-01-03,3.116090988140314,329220.6596170325,186.0,6604240891292.201
368,2010-01-04,3.089723871483439,303674.35858613835,159290.73045927047,1.18289953431284
